Ticker;Annual Return (%);Annual Volatility (%);Sharpe Ratio
AAPL;16.960161850063376;28.304876731018382;0.5991957503025369
MSFT;22.390787090486118;26.171693780275607;0.8555345052738244
GOOGL;24.06778561578684;31.081046540216317;0.7743557021043388
