;AAPL;MSFT;GOOGL
Ticker;AAPL;MSFT;GOOGL
Date;;;
2023/09/28;134.05144347071413;147.64611545451396;153.30247615680176
2023/09/29;134.4598237120709;148.63938373706017;151.62241174375
2023/10/02;136.45461622264733;151.4874051443956;155.45758149053182
2023/10/03;135.3943861874834;147.52841885755845;153.44150775202968
2023/10/04;136.38393502702792;150.1504966304956;156.69737622106183
2023/10/05;137.36565460213723;150.33877327072514;156.5003807050398
2023/10/06;139.39183677568866;154.05771449716278;159.40860793570363
2023/10/09;140.56986880355166;155.26283957075958;160.38188245969783
2023/10/10;140.09864873188303;154.58968969936038;159.96476988821448
2023/10/11;141.2059874632542;156.486790850114;162.84984000784
2023/10/12;141.92066498650087;155.89365599884798;161.0191476582416
2023/10/13;140.45992027703252;154.27896251711184;159.15370185628612
2023/10/16;140.35781311582096;156.59035685576114;161.16979338058783
2023/10/17;139.12479472382603;156.31732583298853;161.88814403936496
2023/10/18;138.09599065425425;155.39934779081912;159.84891318982446
2023/10/19;137.797571040289;155.96896082187834;159.60558566592613
2023/10/20;135.77138886673757;153.77995869463376;157.1144887925452
2023/10/23;135.86559415827966;155.02749012480928;158.15727022125355
2023/10/24;136.21115877106928;155.59707399056137;160.83376626933784
2023/10/25;134.37343558409157;160.37050147922793;145.53944596878628
2023/10/26;131.06712632233794;154.35429650544935;141.68110132516657
2023/10/27;132.11163732426962;155.2581147910032;141.55363939255804
2023/10/30;133.73730482351664;158.7887502119042;144.20698722250373
2023/10/31;134.114283301026;159.16534724032397;143.76669086128268
2023/11/01;136.62740457947834;162.9125059014176;146.5127204927805
2023/11/02;139.45466450512816;163.97173152605646;147.71772619935427
2023/11/03;138.73213351570155;166.08070405051433;149.58318089420953
2023/11/06;140.75831568925298;167.83657220145207;150.9156396404921
2023/11/07;142.79238763160154;169.71958650885804;151.74988256925835
2023/11/08;143.6327206137272;170.9764800026249;152.75791054560963
2023/11/09;143.2557542370902;169.79489133188844;150.90404329917334
2023/11/10;146.5821630478806;174.02222760970255;153.62688914093343
2023/11/13;145.32395063957347;172.6146661392607;153.04757007738422
2023/11/14;147.40000050823664;174.3046790266808;154.82031629198804
2023/11/15;147.8482410232401;174.37543406179762;155.9789899906856
2023/11/16;149.1850849003257;177.44153905325769;158.65550382456942
2023/11/17;149.16937796796586;174.46034885353;156.7784616812952
2023/11/20;150.55340314649303;178.0406090445263;157.8675929036794
2023/11/21;149.91642532485093;175.9792488839713;158.70185361824525
2023/11/22;150.44330940950525;178.233989613505;160.46300349153032
2023/11/24;149.38955334106902;178.0358550994628;158.3774050625144
2023/11/27;149.24798523499953;178.59247498619203;158.05299207838272
2023/11/28;149.72767591733992;180.5217600533725;158.9683026815828
2023/11/29;148.917728225781;178.70570929115544;156.40766333188853
2023/11/30;149.37382220696435;178.73398505642575;153.55736445041967
2023/12/01;150.38826254101136;176.6584797219088;152.781067656648
2023/12/04;148.96488532547778;174.12544363166404;149.78014083863246
2023/12/05;152.10258103137429;175.71979431167142;151.77305746609625
2023/12/06;151.2375622695767;173.96503444240489;150.6491550055554
2023/12/07;152.7710090203533;174.97922883282263;158.65550382456942
2023/12/08;153.90338445669565;176.5264192111878;156.40766333188853
2023/12/11;151.91384372473564;175.144333636531;154.4379571728618
2023/12/12;153.1170213654213;176.5971596636511;153.54578589490052
2023/12/13;155.67277401729723;176.59246404920188;153.60373202989507
2023/12/14;155.7907454222097;172.61125379832555;152.87376724399965
2023/12/15;155.36608950749087;174.87545867002555;153.63848548225215
2023/12/18;154.0449525627651;175.7811289525827;157.3462021893252
2023/12/19;154.87064348930107;176.0688592901529;158.33105526883858
2023/12/20;153.21137186743204;174.8235590059734;160.28918287234615
2023/12/21;153.09341256339192;176.20093438352745;162.6992298570929
2023/12/22;152.24411283482658;176.6915094322426;163.93898901602375
2023/12/26;151.81161555480017;176.72924933967923;163.97376025418043
2023/12/27;151.89025912445106;176.4509539789682;162.6412837220983
2023/12/28;152.2284180033391;177.0216898743522;162.47907723003246
2023/12/29;151.40271497593076;177.38023357765354;161.85340837280745
2024/01/02;145.98450096062777;174.94147434273245;160.09222292792322
2024/01/03;144.8914170569299;174.81413861176785;160.96121930904658
2024/01/04;143.0513099980917;173.55938876807565;158.02979939574524
2024/01/05;142.47723251112342;173.46974919658692;157.26508115749272
2024/01/08;145.92158852508155;176.74340909629473;160.8685375074945
2024/01/09;145.5913073141182;177.26227449293378;163.31332015879875
2024/01/10;146.41703454327134;180.55477518105278;164.85431740502338
2024/01/11;145.94518522623852;181.43215511568602;164.6225862224438
2024/01/12;146.20468843460333;183.24351026345386;165.28304410362503
2024/01/16;144.4038729084096;184.0925706848561;165.0976449289217
2024/01/17;143.65680134977973;183.71522994110433;163.91583190498542
2024/01/18;148.3357851717604;185.79070611031412;166.2447222863005
2024/01/19;150.63990018232386;188.05488181670697;169.60485111240394
2024/01/22;152.47216587585447;187.03603555980072;169.1529850885635
2024/01/23;153.48661831077388;188.16336217660688;170.36956935065646
2024/01/24;152.95188075993963;189.88984628060305;172.29292571600737
2024/01/25;152.69235334983006;190.9794767379333;175.96587118492374
2024/01/26;151.3161816374828;190.53606199086033;176.33665174853087
2024/01/29;150.7735906204686;193.2672471778008;177.86610601083547
2024/01/30;147.87182562352467;192.73423660719982;175.49084805004497
2024/01/31;145.00938846184238;187.54075578247785;162.3284492934858
2024/02/01;146.9438823253085;190.46532153839703;163.55664768269708
2024/02/02;146.1496536669818;193.97478294631577;164.97019188921297
2024/02/05;147.5887136131305;191.34742625278665;166.4764534688801
2024/02/06;148.86268135728707;191.27191727260632;166.96307294507764
2024/02/07;148.9491904939903;195.30972280198398;168.6315588026102
2024/02/08;148.09202519837262;195.33804231521498;169.06026771541227
2024/02/09;148.69829100589348;198.37581321079043;172.64051359697697
2024/02/12;147.35974090580112;195.88048786267515;170.93729207288692
2024/02/13;145.69835163126413;191.66344693828074;168.16811422325054
2024/02/14;144.9975780103915;193.51593975176678;169.09503895356892
2024/02/15;144.76923454842628;192.1313022127354;165.42207569885298
2024/02/16;143.54878896284268;190.94985936853465;162.81510434128245
2024/02/20;142.9582421885541;190.34968109559475;163.51028010322167
2024/02/21;143.55665452989504;190.06139661718896;165.16716961943547
2024/02/22;145.1708019986285;194.53672550159772;166.95149438955846
2024/02/23;143.71414738402734;193.91764810963238;166.80088423881136
2024/02/26;142.6432927829066;192.59443270743367;159.39704716598402
2024/02/27;143.80075332770966;192.56608402889552;160.9149050869699
2024/02/28;142.84800324109764;192.6795079083553;158.01822084022606
2024/02/29;142.320453608462;195.47717541291695;160.42823225337366
2024/03/01;141.4621992343294;196.35614485678923;158.8987957768686
2024/03/04;137.87172518628387;196.08204930030607;154.50748186337552
2024/03/05;133.95049799325182;190.28353417900573;153.71958872828512
2024/03/06;133.1631184286969;190.0188735993817;152.24808060097504
2024/03/07;133.06864691796224;193.3505578776406;155.70090901443015
2024/03/08;134.43081792095637;191.97063053571202;156.8943183796852
2024/03/11;136.02134448678808;191.16722840263435;159.51288607857447
2024/03/12;136.39929103408852;196.25218511949575;160.4745820470495
2024/03/13;134.74579152834863;196.16712450122768;161.9692294995983
2024/03/14;136.21820147879922;200.94960781776058;165.80443481797923
2024/03/15;135.918971106384;196.79092667294935;163.5797692221363
2024/03/18;136.78511524931366;197.2162443469432;171.11107712047192
2024/03/19;138.64336151586176;199.1491021642481;170.35795522353817
2024/03/20;140.68269733769915;200.95433259751695;172.33929329548278
2024/03/21;134.9347466506903;202.91079973095006;171.01839531891986
2024/03/22;135.65128770828477;202.61309485833863;174.69135857363577
2024/03/25;134.5253136334358;199.83431189014885;173.880308327507
2024/03/26;133.62769512142438;199.2625114610543;174.5754840894462
2024/03/27;136.46228817574146;199.1585517237608;174.80721527202581
2024/03/28;135.02136469524498;198.8230048651378;174.87673996253955
2024/04/01;133.87965948629136;200.64243880298287;180.16026072559305
2024/04/02;132.94265263465638;199.1632619208636;179.08267248712886
2024/04/03;133.5804412147485;198.6954066464089;179.49978505861222
2024/04/04;132.92690939967935;197.48089034391364;174.41327759738036
2024/04/05;133.52532174102026;201.09136579310496;176.6958359708192
2024/04/08;132.63558089693362;200.6518883624956;179.41871738417842
2024/04/09;133.5961965505979;201.45053655050975;181.44636967819977
2024/04/10;132.10804336517032;200.02336141101756;180.91336483672725
2024/04/11;137.82447127960796;202.23028561949846;184.70220257563278
