Ticker;Last Price;Forecast Next;Change (%);MAE;MAPE;R2
AAPL;235.07500203450522;231.1758770706623;-1.6586727342750778;16.310860834804565;0.08374194111046245;0.49841032249157535
MSFT;505.6501973470052;505.53079762158967;-0.023613107646743493;34.41910674058416;0.09565558324627715;0.7051761711035629
GOOGL;223.3000030517578;210.74083839350195;-5.6243459411618675;16.10153560385284;0.11418355768295972;0.5882162551322636
